home_team,away_team,spread,spread_open,over_under,over_under_open,provider,home_points,away_points,rownumberid
Penn State,Northwestern,-25,-25.5,50,52.5,Bovada,50,0,344
Penn State,Northwestern,-25.5,NA,50,NA,William Hill (New Jersey),50.5,-0.5,345
Penn State,Northwestern,-25.5,NA,50,NA,consensus,50.5,-0.5,346
Penn State,Northwestern,-25.5,NA,50,NA,teamrankings,50.5,-0.5,347
James Madison,Texas State,-21.5,-20.5,51.5,55.0,Bovada,47.25,4.25,348
James Madison,Texas State,-22,NA,50.5,NA,William Hill (New Jersey),47.25,3.25,349
James Madison,Texas State,-21.5,NA,51.5,NA,consensus,47.25,4.25,350
James Madison,Texas State,-22,NA,51.5,NA,teamrankings,47.75,3.75,351
North Carolina,Virginia Tech,-9.5,-8.5,57.5,57.0,Bovada,38.25,19.25,352
North Carolina,Virginia Tech,-9.5,NA,58,NA,William Hill (New Jersey),38.5,19.5,353
North Carolina,Virginia Tech,-9.5,NA,57,NA,consensus,38,19,354
North Carolina,Virginia Tech,-9.5,NA,57,NA,teamrankings,38,19,355
Boston College,Louisville,13,16.0,48,51.0,Bovada,11,37,356
Boston College,Louisville,13.5,NA,48,NA,William Hill (New Jersey),10.5,37.5,357
Boston College,Louisville,13.5,NA,48.5,NA,consensus,10.75,37.75,358
Boston College,Louisville,13.5,NA,48.5,NA,teamrankings,10.75,37.75,359
Rutgers,Nebraska,3,2.5,50.5,51.0,Bovada,22.25,28.25,360
LSU,Tennessee,2.5,3.0,62,62.0,Bovada,28.5,33.5,361
Brigham Young,Notre Dame,4,2.5,52.5,52.0,Bovada,22.25,30.25,362
Mississippi State,Arkansas,-6.5,-6.0,62,62.0,Bovada,37.5,24.5,363
Kentucky,South Carolina,-10.5,-10.5,48.5,48.5,Bovada,34.75,13.75,364
Memphis,Houston,-3,-3.0,57.5,57.5,Bovada,31.75,25.75,365
Alabama,Texas A&M,-24,-24.0,52,52.0,Bovada,50,2,366
Middle Tennessee,UTSA,4.5,6.0,64,63.0,Bovada,27.5,36.5,367
Middle Tennessee,UTSA,4.5,NA,64,NA,William Hill (New Jersey),27.5,36.5,368
Middle Tennessee,UTSA,4.5,NA,64,NA,consensus,27.5,36.5,369
Middle Tennessee,UTSA,4.5,NA,64,NA,teamrankings,27.5,36.5,370
Georgia,Auburn,-29.5,-28.5,49,49.0,Bovada,54,-5,371
Louisiana,South Alabama,8.5,5.5,47,50.0,Bovada,15,32,372
Louisiana,South Alabama,8.5,NA,47.5,NA,William Hill (New Jersey),15.25,32.25,373
Louisiana,South Alabama,8.5,NA,47.5,NA,consensus,15.25,32.25,374
Louisiana,South Alabama,8.5,NA,47,NA,teamrankings,15,32,375
New Mexico State,Florida International,-16,-15.0,54,55.5,Bovada,43,11,376
New Mexico State,Florida International,-16,NA,54,NA,William Hill (New Jersey),43,11,377
New Mexico State,Florida International,-16,NA,54,NA,consensus,43,11,378
New Mexico State,Florida International,-15,NA,54,NA,teamrankings,42,12,379
Western Kentucky,Troy,-5,-6.0,55,57.5,Bovada,32.5,22.5,380
Western Kentucky,Troy,-5,NA,55,NA,William Hill (New Jersey),32.5,22.5,381
Western Kentucky,Troy,-5.5,NA,55,NA,consensus,33,22,382
Western Kentucky,Troy,-5,NA,55,NA,teamrankings,32.5,22.5,383
Charlotte,UTEP,3.5,3.0,56,58.0,Bovada,24.5,31.5,384
Charlotte,UTEP,3.5,NA,56,NA,William Hill (New Jersey),24.5,31.5,385
Charlotte,UTEP,3.5,NA,56,NA,consensus,24.5,31.5,386
Charlotte,UTEP,3.5,NA,56,NA,teamrankings,24.5,31.5,387
Florida,Missouri,-11.5,-10.0,54,54.0,Bovada,38.5,15.5,388
Vanderbilt,Ole Miss,18.5,18.5,60,60.0,Bovada,11.5,48.5,389
Arizona,Oregon,13,11.0,69.5,69.5,Bovada,21.75,47.75,390
USC,Washington State,-12,-11.0,60.5,61.0,Bovada,42.25,18.25,391
Utah State,Air Force,10,9.0,55.5,55.5,Bovada,17.75,37.75,392
Northwestern,Wisconsin,10,9.5,44,44.0,Bovada,12,32,393
Pittsburgh,Virginia Tech,-14.5,-14.5,43.5,44.5,Bovada,36.25,7.25,394
Boise State,Fresno State,-6.5,-7.0,48.5,49.0,Bovada,30.75,17.75,395
Central Michigan,Ball State,-8.5,-9.0,63.5,64.0,Bovada,40.25,23.25,396
Boston College,Clemson,20.5,20.5,50,50.0,Bovada,4.5,45.5,397
Miami,North Carolina,-4,-3.0,66,66.0,Bovada,37,29,398
Indiana,Michigan,22,21.5,59,57.5,Bovada,7.5,51.5,399
Maryland,Purdue,-3,-3.5,59.5,61.0,Bovada,32.75,26.75,400
Michigan State,Ohio State,25.5,25.5,62,62.0,Bovada,5.5,56.5,401
Massachusetts,Liberty,24.5,25.5,50.5,50.5,Bovada,0.75,49.75,402
Tulane,East Carolina,-2.5,-3.0,54,54.0,Bovada,29.5,24.5,403
Virginia,Louisville,3.5,4.5,51.5,51.5,Bovada,22.25,29.25,404
NC State,Florida State,-3.5,-3.5,52,52.0,Bovada,29.5,22.5,405
Wake Forest,Army,-17,-15.5,65,65.0,Bovada,49.5,15.5,406
San José State,UNLV,-6,-5.0,50.5,50.5,Bovada,31.25,19.25,407
Nevada,Colorado State,-3.5,-3.0,45.5,47.0,Bovada,26.25,19.25,408
Georgia Tech,Duke,3,3.5,53.5,55.5,Bovada,23.75,29.75,409
Navy,Tulsa,4.5,6.0,47,47.0,Bovada,19,28,410
San Diego State,Hawai'i,-19.5,-21.0,49.5,49.5,Bovada,44.25,5.25,411
New Mexico,Wyoming,3.5,3.5,37.5,37.5,Bovada,15.25,22.25,412
Cincinnati,South Florida,-28,-27.5,59,59.0,Bovada,57.5,1.5,413
Illinois,Iowa,-3.5,-4.0,35.5,35.5,Bovada,21.25,14.25,414
Western Michigan,Eastern Michigan,-5,-4.0,58,58.0,Bovada,34,24,415
Louisiana Tech,UTEP,-3,-1.5,53,53.0,Bovada,29.5,23.5,416
Northern Illinois,Toledo,5.5,6.0,59,60.0,Bovada,24,35,417
Texas State,Appalachian State,19,19.0,55.5,55.5,Bovada,8.75,46.75,418
Arkansas State,James Madison,10.5,10.5,57.5,57.5,Bovada,18.25,39.25,419
Bowling Green State,Buffalo,1.5,-1.5,54.5,55.5,Bovada,25.75,28.75,420
UAB,Middle Tennessee,-9.5,-9.5,55,55.0,Bovada,37,18,421
Ohio,Akron,-11.5,-11.5,58,58.5,Bovada,40.5,17.5,422
Florida International,Connecticut,4.5,4.5,49,49.5,Bovada,20,29,423
Louisiana-Monroe,Coastal Carolina,14,15.0,58.5,60.0,Bovada,15.25,43.25,424
UTSA,Western Kentucky,-6.5,-5.0,70.5,70.0,Bovada,41.75,28.75,425
James Madison,Norfolk State,-42.5,NA,54,NA,William Hill (New Jersey),69.5,-15.5,426
James Madison,Norfolk State,-41.5,NA,54.5,NA,consensus,68.75,-14.25,427
Alabama State,Howard,-1,NA,53.5,NA,William Hill (New Jersey),27.75,25.75,428
Alabama State,Howard,1,NA,53.5,NA,consensus,25.75,27.75,429
Alabama State,Howard,-2,-2.5,54,53.5,Bovada,29,25,430
Jacksonville State,Stephen F. Austin,8,6.5,55,51.0,Bovada,19.5,35.5,431
Jacksonville State,Stephen F. Austin,7.5,NA,55.5,NA,William Hill (New Jersey),20.25,35.25,432
Jacksonville State,Stephen F. Austin,7.5,NA,55.5,NA,consensus,20.25,35.25,433
Stony Brook,Rhode Island,0,0.0,46,46.0,Bovada,23,23,434
Stony Brook,Rhode Island,0,NA,46,NA,William Hill (New Jersey),23,23,435
Stony Brook,Rhode Island,0,NA,46,NA,consensus,23,23,436
Indiana State,North Alabama,-3.5,NA,51.5,NA,William Hill (New Jersey),29.25,22.25,437
Indiana State,North Alabama,-3.5,NA,51.5,NA,consensus,29.25,22.25,438
Indiana State,North Alabama,-3.5,-3.0,51.5,51.5,Bovada,29.25,22.25,439
UT Martin,Western Illinois,-17,NA,61.5,NA,William Hill (New Jersey),47.75,13.75,440
UT Martin,Western Illinois,-17,NA,61.5,NA,consensus,47.75,13.75,441
Samford,Kennesaw State,13.5,10.5,68.5,68.5,Bovada,20.75,47.75,442
Southern Utah,St. Thomas (MN),-3,NA,49.5,NA,William Hill (New Jersey),27.75,21.75,443
Southern Utah,St. Thomas (MN),-3,NA,49.5,NA,consensus,27.75,21.75,444
Central Arkansas,Missouri State,16.5,14.5,65.5,64.0,Bovada,16.25,49.25,445
Central Arkansas,Missouri State,16,NA,66,NA,William Hill (New Jersey),17,49,446
Central Arkansas,Missouri State,16,NA,66,NA,consensus,17,49,447
Marist,Georgetown,0,NA,43,NA,William Hill (New Jersey),21.5,21.5,448
North Carolina Central,North Carolina A&T,11.5,NA,49,NA,William Hill (New Jersey),13,36,449
North Carolina Central,North Carolina A&T,-11.5,NA,49,NA,consensus,36,13,450
Villanova,Lehigh,-27.5,-28.0,43,42.5,Bovada,49,-6,451
Villanova,Lehigh,-27.5,NA,43,NA,William Hill (New Jersey),49,-6,452
Villanova,Lehigh,-27.5,NA,43,NA,consensus,49,-6,453
Merrimack,Holy Cross,23.5,23.0,50,50.5,Bovada,1.5,48.5,454
Merrimack,Holy Cross,23.5,NA,49.5,NA,William Hill (New Jersey),1.25,48.25,455
Merrimack,Holy Cross,23.5,NA,49.5,NA,consensus,1.25,48.25,456
Montana,Northwestern State,-33.5,NA,47.5,NA,William Hill (New Jersey),57.25,-9.75,457
Montana,Northwestern State,-33.5,NA,47.5,NA,consensus,57.25,-9.75,458
Eastern Washington,Tennessee State,-22.5,NA,62.5,NA,William Hill (New Jersey),53.75,8.75,459
Bucknell,Towson,18,NA,49.5,NA,William Hill (New Jersey),6.75,42.75,460
Bucknell,Towson,18,NA,49.5,NA,consensus,6.75,42.75,461
Montana State,McNeese,-19.5,NA,46,NA,William Hill (New Jersey),42.5,3.5,462
Northern Colorado,Houston Christian,-16,NA,53.5,NA,William Hill (New Jersey),42.75,10.75,463
Hampton,Howard,-9,NA,58,NA,William Hill (New Jersey),38,20,464
Hampton,Howard,-9,NA,58,NA,consensus,38,20,465
Lafayette,Sacred Heart,6.5,NA,36.5,NA,William Hill (New Jersey),11.75,24.75,466
Lafayette,Sacred Heart,6.5,NA,36.5,NA,consensus,11.75,24.75,467
North Dakota State,Drake,-48,NA,52,NA,William Hill (New Jersey),74,-22,468
North Dakota State,Drake,-48,NA,52,NA,consensus,74,-22,469
Jacksonville State,Davidson,-26.5,NA,61.5,NA,William Hill (New Jersey),57.25,4.25,470
Youngstown State,Duquesne,-16.5,NA,53.5,NA,William Hill (New Jersey),43.25,10.25,471
Youngstown State,Duquesne,-16.5,NA,54,NA,consensus,43.5,10.5,472
Chattanooga,Wofford,-19,NA,42,NA,William Hill (New Jersey),40,2,473
Chattanooga,Wofford,-18.5,NA,42,NA,consensus,39.5,2.5,474
Charleston Southern,Western Carolina,3,NA,63,NA,William Hill (New Jersey),28.5,34.5,475
Charleston Southern,Western Carolina,3,NA,63.5,NA,consensus,28.75,34.75,476
Prairie View,Texas Southern,-11,NA,60.5,NA,William Hill (New Jersey),41.25,19.25,477
Prairie View,Texas Southern,-11,NA,60.5,NA,consensus,41.25,19.25,478
Incarnate Word,Southern Illinois,5,NA,65,NA,William Hill (New Jersey),27.5,37.5,479
Incarnate Word,Southern Illinois,4.5,NA,65,NA,consensus,28,37,480
Alcorn State,Stephen F. Austin,14.5,NA,50.5,NA,William Hill (New Jersey),10.75,39.75,481
Alcorn State,Stephen F. Austin,15,NA,50.5,NA,consensus,10.25,40.25,482
Austin Peay,Presbyterian College,-36,NA,61.5,NA,William Hill (New Jersey),66.75,-5.25,483
Austin Peay,Presbyterian College,-36,NA,61.5,NA,consensus,66.75,-5.25,484
Missouri State,UT Martin,-14,-11.0,59,56.5,Bovada,43.5,15.5,485
Idaho State,Central Arkansas,7,NA,54.5,NA,William Hill (New Jersey),20.25,34.25,486
Harvard,Merrimack,-28.5,-28.0,50.5,52.5,Bovada,53.75,-3.25,487
Harvard,Merrimack,-28.5,NA,50.5,NA,William Hill (New Jersey),53.75,-3.25,488
Harvard,Merrimack,-28.5,NA,50.5,NA,consensus,53.75,-3.25,489
Lehigh,Richmond,17,NA,46.5,NA,William Hill (New Jersey),6.25,40.25,490
Lehigh,Richmond,16,NA,44,NA,consensus,6,38,491
Lehigh,Richmond,16,16.0,47,47.0,Bovada,7.5,39.5,492
Stetson,Princeton,33.5,NA,56.5,NA,consensus,-5.25,61.75,493
Stetson,Princeton,33.5,33.5,56,56.0,Bovada,-5.5,61.5,494
Dartmouth,Valparaiso,-31,NA,47.5,NA,consensus,54.75,-7.25,495
Dartmouth,Valparaiso,-32.5,-32.5,48.5,49.5,Bovada,56.75,-8.25,496
Tennessee Tech,Samford,16,NA,60.5,NA,William Hill (New Jersey),14.25,46.25,497
Tennessee Tech,Samford,16,NA,60.5,NA,consensus,14.25,46.25,498
Holy Cross,Yale,-8.5,NA,51.5,NA,William Hill (New Jersey),34.25,17.25,499
Holy Cross,Yale,-8.5,NA,52.5,NA,consensus,34.75,17.75,500
Eastern Kentucky,Charleston Southern,-18,NA,59.5,NA,William Hill (New Jersey),47.75,11.75,501
Eastern Kentucky,Charleston Southern,-18,NA,59.5,NA,consensus,47.75,11.75,502
Norfolk State,Hampton,2.5,NA,64,NA,William Hill (New Jersey),29.5,34.5,503
Northern Iowa,Sacramento State,-2,NA,53,NA,William Hill (New Jersey),28.5,24.5,504
Northern Iowa,Sacramento State,-2.5,NA,53,NA,consensus,29,24,505
South Dakota,Cal Poly,-18,NA,50.5,NA,William Hill (New Jersey),43.25,7.25,506
South Dakota,Cal Poly,-18,NA,49.5,NA,consensus,42.75,6.75,507
Morgan State,Sacred Heart,15,15.0,32.5,32.5,Bovada,1.25,31.25,508
Morgan State,Sacred Heart,14.5,NA,31.5,NA,William Hill (New Jersey),1.25,30.25,509
Morgan State,Sacred Heart,14.5,NA,32.5,NA,consensus,1.75,30.75,510
Indiana State,Montana,24.5,NA,40,NA,William Hill (New Jersey),-4.5,44.5,511
Indiana State,Montana,24.5,NA,39,NA,consensus,-5,44,512
Indiana State,Montana,25,25.0,39,39.0,Bovada,-5.5,44.5,513
Idaho,Drake,-31,NA,48,NA,William Hill (New Jersey),55,-7,514
Idaho,Drake,-31,NA,48,NA,consensus,55,-7,515
Wagner,St Francis (PA),17,NA,50,NA,William Hill (New Jersey),8,42,516
Southern,Texas Southern,7,NA,68.5,NA,William Hill (New Jersey),27.25,41.25,517
Southern,Texas Southern,7,NA,68.5,NA,consensus,27.25,41.25,518
Pennsylvania,Colgate,-3,NA,41.5,NA,William Hill (New Jersey),23.75,17.75,519
Pennsylvania,Colgate,-3.5,NA,41.5,NA,consensus,24.25,17.25,520
Pennsylvania,Colgate,-3,-3.0,NA,NA,Bovada,NA,NA,521
East Tennessee State,Furman,-2.5,NA,47.5,NA,William Hill (New Jersey),26.25,21.25,522
East Tennessee State,Furman,-2.5,NA,47.5,NA,consensus,26.25,21.25,523
Jackson State,Grambling,-28.5,NA,44.5,NA,William Hill (New Jersey),50.75,-6.25,524
Jackson State,Grambling,-28.5,NA,44.5,NA,consensus,50.75,-6.25,525
McNeese,Alcorn State,-7,NA,50.5,NA,William Hill (New Jersey),32.25,18.25,526
Monmouth,Georgetown,-17.5,-17.5,55,55.0,Bovada,45,10,527
Monmouth,Georgetown,-17.5,NA,54,NA,Caesars Sportsbook (Colorado),44.5,9.5,528
Rhode Island,Delaware,-3,NA,47,NA,William Hill (New Jersey),26.5,20.5,529
Rhode Island,Delaware,-3,NA,47,NA,consensus,26.5,20.5,530
Rhode Island,Delaware,-3,-3.0,44,43.0,Bovada,25,19,531
Fordham,Albany,-8.5,NA,61.5,NA,William Hill (New Jersey),39.25,22.25,532
Fordham,Albany,-7.5,-7.5,61,61.0,Bovada,38,23,533
Southeastern Louisiana,Central Connecticut,-21,NA,56,NA,William Hill (New Jersey),49,7,534
Southeastern Louisiana,Central Connecticut,-21.5,NA,56,NA,consensus,49.5,6.5,535
Chattanooga,North Alabama,-21,NA,45,NA,William Hill (New Jersey),43.5,1.5,536
Chattanooga,North Alabama,-20.5,NA,45,NA,consensus,43,2,537
VMI,Cornell,-14.5,NA,54.5,NA,William Hill (New Jersey),41.75,12.75,538
VMI,Cornell,-14.5,NA,54.5,NA,consensus,41.75,12.75,539
VMI,Cornell,-14.5,-15.0,54.5,54.5,Bovada,41.75,12.75,540
Southeast Missouri State,Nicholls,-5.5,NA,61.5,NA,William Hill (New Jersey),36.25,25.25,541
Southeast Missouri State,Nicholls,-5.5,NA,61.5,NA,consensus,36.25,25.25,542
Alabama A&M,Austin Peay,19,NA,65.5,NA,William Hill (New Jersey),13.75,51.75,543
Alabama A&M,Austin Peay,20,NA,65.5,NA,consensus,12.75,52.75,544
Mercer,The Citadel,-18.5,NA,48,NA,William Hill (New Jersey),42.5,5.5,545
Mercer,The Citadel,-18.5,NA,48.5,NA,consensus,42.75,5.75,546
New Hampshire,North Carolina Central,-13,NA,44.5,NA,William Hill (New Jersey),35.25,9.25,547
New Hampshire,North Carolina Central,-13.5,NA,44.5,NA,consensus,35.75,8.75,548
Western Carolina,Presbyterian College,-39,NA,65.5,NA,William Hill (New Jersey),71.75,-6.25,549
Western Carolina,Presbyterian College,-39,NA,65.5,NA,consensus,71.75,-6.25,550
Elon,Gardner-Webb,-13.5,NA,55,NA,William Hill (New Jersey),41,14,551
Elon,Gardner-Webb,-13.5,NA,55,NA,consensus,41,14,552
Prairie View,Incarnate Word,19,NA,66.5,NA,William Hill (New Jersey),14.25,52.25,553
Prairie View,Incarnate Word,19,NA,66.5,NA,consensus,14.25,52.25,554
South Dakota State,Butler,-51.5,NA,59.5,NA,William Hill (New Jersey),81.25,-21.75,555
South Dakota State,Butler,-51.5,NA,59.5,NA,consensus,81.25,-21.75,556
Illinois State,Eastern Illinois,-15.5,NA,41.5,NA,William Hill (New Jersey),36.25,5.25,557
Illinois State,Eastern Illinois,-15.5,NA,41.5,NA,consensus,36.25,5.25,558
Eastern Washington,Montana State,6,NA,70,NA,William Hill (New Jersey),29,41,559
Eastern Washington,Montana State,6,NA,70,NA,consensus,29,41,560
Northern Arizona,Idaho,-2.5,NA,48.5,NA,William Hill (New Jersey),26.75,21.75,561
Nicholls,Jacksonville State,8.5,NA,57,NA,William Hill (New Jersey),20,37,562
Nicholls,Jacksonville State,9,NA,57,NA,consensus,19.5,37.5,563
Montana,Portland State,-22.5,NA,49.5,NA,William Hill (New Jersey),47.25,2.25,564
UC Davis,Weber State,2.5,NA,50.5,NA,William Hill (New Jersey),22.75,27.75,565
UC Davis,Weber State,3,NA,50.5,NA,consensus,22.25,28.25,566
Brown,Harvard,16.5,NA,60.5,NA,William Hill (New Jersey),13.75,46.75,567
Brown,Harvard,16.5,NA,61.5,NA,consensus,14.25,47.25,568
Charleston Southern,Furman,16,NA,55.5,NA,William Hill (New Jersey),11.75,43.75,569
Jackson State,Mississippi Valley State,-40,NA,52,NA,William Hill (New Jersey),66,-14,570
Jackson State,Mississippi Valley State,-40,NA,51.5,NA,consensus,65.75,-14.25,571
Georgetown,Columbia,10,NA,48,NA,William Hill (New Jersey),14,34,572
Georgetown,Columbia,10.5,NA,48,NA,consensus,13.5,34.5,573
Colgate,Holy Cross,20.5,NA,49,NA,William Hill (New Jersey),4,45,574
Colgate,Holy Cross,20.5,NA,49,NA,consensus,4,45,575
Pennsylvania,Lafayette,-11.5,NA,36,NA,William Hill (New Jersey),29.5,6.5,576
Valparaiso,San Diego,7.5,NA,50.5,NA,William Hill (New Jersey),17.75,32.75,577
Valparaiso,San Diego,7.5,NA,50.5,NA,consensus,17.75,32.75,578
Cornell,Yale,9,NA,52,NA,William Hill (New Jersey),17,35,579
Cornell,Yale,9,NA,52,NA,consensus,17,35,580
Richmond,Stony Brook,-14.5,NA,47.5,NA,William Hill (New Jersey),38.25,9.25,581
Norfolk State,St Francis (PA),9.5,NA,47,NA,William Hill (New Jersey),14,33,582
Norfolk State,St Francis (PA),9.5,NA,47,NA,consensus,14,33,583
South Dakota,North Dakota State,16.5,NA,47.5,NA,consensus,7.25,40.25,584
Hawai'i,Vanderbilt,9.5,4.5,54.5,55.0,Bovada,17.75,36.75,585
Hawai'i,Vanderbilt,9,NA,54.5,NA,William Hill (New Jersey),18.25,36.25,586
Hawai'i,Vanderbilt,9,NA,54.5,NA,consensus,18.25,36.25,587
Hawai'i,Vanderbilt,9.5,NA,54.5,NA,teamrankings,17.75,36.75,588
Minnesota,New Mexico State,-36,-38.0,52,57.5,Bovada,62,-10,589
Minnesota,New Mexico State,-36,NA,52.5,NA,William Hill (New Jersey),62.25,-9.75,590
Minnesota,New Mexico State,-36,NA,52.5,NA,consensus,62.25,-9.75,591
Minnesota,New Mexico State,-36,NA,52.5,NA,teamrankings,62.25,-9.75,592
Murray State,Eastern Illinois,-4.5,NA,44,NA,William Hill (New Jersey),26.5,17.5,593
Delaware,Hampton,-24.5,NA,51,NA,William Hill (New Jersey),50,1,594
Delaware,Hampton,-24.5,NA,51,NA,consensus,50,1,595
Gardner-Webb,Mercer,7,NA,57,NA,William Hill (New Jersey),21.5,35.5,596
Gardner-Webb,Mercer,7,NA,56.5,NA,consensus,21.25,35.25,597
Florida A&M,Alabama A&M,-10,NA,57.5,NA,William Hill (New Jersey),38.75,18.75,598
Alcorn State,Arkansas-Pine Bluff,-18,NA,58.5,NA,William Hill (New Jersey),47.25,11.25,599
Alcorn State,Arkansas-Pine Bluff,-18.5,NA,59.5,NA,consensus,48.25,11.25,600
North Carolina A&T,South Carolina State,-2.5,NA,46,NA,William Hill (New Jersey),25.5,20.5,601
North Alabama,Tarleton State,-2,NA,55.5,NA,William Hill (New Jersey),29.75,25.75,602
UT Martin,Lindenwood,-27.5,NA,51.5,NA,William Hill (New Jersey),53.25,-1.75,603
Sacred Heart,Norfolk State,-14,NA,41,NA,William Hill (New Jersey),34.5,6.5,604
Sacred Heart,Norfolk State,-13.5,NA,41,NA,consensus,34,7,605
Campbell,North Carolina Central,-4,NA,51.5,NA,William Hill (New Jersey),29.75,21.75,606
Campbell,North Carolina Central,-5.5,NA,51.5,NA,consensus,31.25,20.25,607
Colgate,Cornell,-4,NA,44,NA,William Hill (New Jersey),26,18,608
Colgate,Cornell,-4,NA,44,NA,consensus,26,18,609
Montana State,UC Davis,-3.5,NA,52,NA,William Hill (New Jersey),29.5,22.5,610
Montana State,UC Davis,-3.5,NA,52,NA,consensus,29.5,22.5,611
Dartmouth,Pennsylvania,-13.5,NA,43.5,NA,William Hill (New Jersey),35.25,8.25,612
Dartmouth,Pennsylvania,-14,NA,43.5,NA,consensus,35.75,7.75,613
East Tennessee State,Chattanooga,6.5,NA,44,NA,William Hill (New Jersey),15.5,28.5,614
East Tennessee State,Chattanooga,6.5,NA,44,NA,consensus,15.5,28.5,615
Idaho State,Montana,33,NA,53,NA,William Hill (New Jersey),-6.5,59.5,616
Idaho State,Montana,33,NA,53,NA,consensus,-6.5,59.5,617
Bucknell,Lafayette,3,NA,35,NA,William Hill (New Jersey),14.5,20.5,618
Bucknell,Lafayette,3,NA,35.5,NA,consensus,14.75,20.75,619
Portland State,Northern Arizona,-2.5,NA,55,NA,William Hill (New Jersey),30,25,620
Portland State,Northern Arizona,-2.5,NA,55,NA,consensus,30,25,621
Eastern Kentucky,Southern Utah,-14.5,NA,58,NA,William Hill (New Jersey),43.5,14.5,622
Eastern Kentucky,Southern Utah,-14.5,NA,58,NA,consensus,43.5,14.5,623
Idaho,Northern Colorado,-15.5,NA,52,NA,William Hill (New Jersey),41.5,10.5,624
Idaho,Northern Colorado,-15.5,NA,52,NA,consensus,41.5,10.5,625
Marist,St. Thomas (MN),9,NA,49,NA,William Hill (New Jersey),15.5,33.5,626
Marist,St. Thomas (MN),9,NA,49,NA,consensus,15.5,33.5,627
Lehigh,Monmouth,17,NA,52,NA,Caesars Sportsbook (Colorado),9,43,628
Lehigh,Monmouth,17,NA,53,NA,consensus,9.5,43.5,629
Merrimack,Long Island University,-13,NA,51,NA,William Hill (New Jersey),38.5,12.5,630
Merrimack,Long Island University,-13,NA,50.5,NA,consensus,38.25,12.25,631
Dayton,Drake,-16,NA,51,NA,William Hill (New Jersey),41.5,9.5,632
Dayton,Drake,-16,NA,52,NA,consensus,42,10,633
Maine,Villanova,8.5,NA,57,NA,William Hill (New Jersey),20,37,634
Maine,Villanova,8.5,NA,57,NA,consensus,20,37,635
Lindenwood,Southeast Missouri State,18.5,NA,60,NA,William Hill (New Jersey),11.5,48.5,636
Lindenwood,Southeast Missouri State,18.5,NA,58,NA,consensus,10.5,47.5,637
Central Arkansas,Austin Peay,6.5,NA,55,NA,William Hill (New Jersey),21,34,638
Central Arkansas,Austin Peay,6.5,NA,55,NA,consensus,21,34,639
Yale,Howard,-21.5,NA,51.5,NA,William Hill (New Jersey),47.25,4.25,640
Yale,Howard,-21.5,NA,51.5,NA,consensus,47.25,4.25,641
Morehead State,Presbyterian College,-17.5,NA,63.5,NA,William Hill (New Jersey),49.25,14.25,642
Morehead State,Presbyterian College,-17.5,NA,63.5,NA,consensus,49.25,14.25,643
North Dakota,Missouri State,5.5,NA,51.5,NA,William Hill (New Jersey),20.25,31.25,644
North Dakota,Missouri State,5.5,NA,51.5,NA,consensus,20.25,31.25,645
Wofford,Mercer,15.5,NA,45.5,NA,William Hill (New Jersey),7.25,38.25,646
Wofford,Mercer,15,NA,45.5,NA,consensus,7.75,37.75,647
Furman,Samford,-2,NA,53.5,NA,William Hill (New Jersey),28.75,24.75,648
Furman,Samford,-2,NA,53.5,NA,consensus,28.75,24.75,649
Harvard,Holy Cross,6.5,NA,46.5,NA,William Hill (New Jersey),16.75,29.75,650
Harvard,Holy Cross,6.5,NA,46.5,NA,consensus,16.75,29.75,651
Elon,Richmond,2,NA,55,NA,William Hill (New Jersey),25.5,29.5,652
Elon,Richmond,2,NA,55,NA,consensus,25.5,29.5,653
Columbia,Princeton,4,NA,50,NA,Caesars Sportsbook (Colorado),21,29,654
Columbia,Princeton,4,NA,50,NA,consensus,21,29,655
Western Carolina,VMI,-7.5,NA,66.5,NA,William Hill (New Jersey),40.75,25.75,656
Western Carolina,VMI,-7.5,NA,66.5,NA,consensus,40.75,25.75,657
Stony Brook,William & Mary,17,NA,44,NA,William Hill (New Jersey),5,39,658
Delaware,Towson,-26,NA,44.5,NA,William Hill (New Jersey),48.25,-3.75,659
Delaware,Towson,-26.5,NA,44.5,NA,consensus,48.75,-4.25,660
UT Martin,Tennessee Tech,-21.5,NA,56,NA,William Hill (New Jersey),49.5,6.5,661
UT Martin,Tennessee Tech,-21.5,NA,54.5,NA,consensus,48.75,5.75,662
Southern,Arkansas-Pine Bluff,-14,NA,60,NA,William Hill (New Jersey),44,16,663
Southern,Arkansas-Pine Bluff,-14,NA,60,NA,consensus,44,16,664
Rhode Island,Brown,-16.5,NA,66,NA,William Hill (New Jersey),49.5,16.5,665
Rhode Island,Brown,-16.5,NA,66,NA,consensus,49.5,16.5,666
Delaware State,Robert Morris,3,NA,43,NA,William Hill (New Jersey),18.5,24.5,667
Delaware State,Robert Morris,3,NA,43,NA,consensus,18.5,24.5,668
Illinois State,Southern Illinois,7.5,NA,51,NA,William Hill (New Jersey),18,33,669
Illinois State,Southern Illinois,7.5,NA,50.5,NA,consensus,17.75,32.75,670
Southeastern Louisiana,Murray State,-24.5,NA,60.5,NA,William Hill (New Jersey),54.75,5.75,671
Southeastern Louisiana,Murray State,-24.5,NA,60.5,NA,consensus,54.75,5.75,672
Grambling,Prairie View,13,NA,48.5,NA,William Hill (New Jersey),11.25,37.25,673
Grambling,Prairie View,13,NA,48.5,NA,consensus,11.25,37.25,674
