home_team,away_team,spread,spread_open,over_under,over_under_open,provider,home_points,away_points,rownumberid
Florida State,Duquesne,-41.5,-43.0,57,55.0,Bovada,70,-13,1
Florida State,Duquesne,-42,NA,57,NA,William Hill (New Jersey),70.5,-13.5,2
Florida State,Duquesne,-42,NA,57,NA,consensus,70.5,-13.5,3
Oklahoma State,Central Michigan,-20.5,-18.5,58,59.5,Bovada,49.5,8.5,4
Oklahoma State,Central Michigan,-21.5,NA,57.5,NA,William Hill (New Jersey),50.25,7.25,5
Oklahoma State,Central Michigan,-20.5,NA,58,NA,consensus,49.5,8.5,6
Oklahoma State,Central Michigan,-20.5,NA,58,NA,teamrankings,49.5,8.5,7
Wake Forest,VMI,-33.5,-31.5,66.5,67.5,Bovada,66.75,-0.25,8
Wake Forest,VMI,-33,NA,66.5,NA,William Hill (New Jersey),66.25,0.25,9
Wake Forest,VMI,-33.5,NA,66.5,NA,consensus,66.75,-0.25,10
Florida Atlantic,Charlotte,-7,-5.5,60,57.5,Bovada,37,23,11
Toledo,Long Island University,-47,-47.0,57.5,55.5,Bovada,75.75,-18.25,12
Toledo,Long Island University,-47,NA,55.5,NA,William Hill (New Jersey),74.75,-19.25,13
Toledo,Long Island University,-47.5,NA,57,NA,consensus,76,-19,14
Purdue,Penn State,3.5,3.0,53,55.0,Bovada,23,30,15
Purdue,Penn State,3.5,NA,53.5,NA,William Hill (New Jersey),23.25,30.25,16
Purdue,Penn State,3.5,NA,53.5,NA,consensus,23.25,30.25,17
Purdue,Penn State,3.5,NA,53.5,NA,teamrankings,23.25,30.25,18
UTEP,North Texas,1.5,3.0,54,57.0,Bovada,25.5,28.5,19
UTEP,North Texas,1,NA,52.5,NA,William Hill (New Jersey),25.25,27.25,20
UTEP,North Texas,1.5,NA,52.5,NA,consensus,24.75,27.75,21
UTEP,North Texas,1.5,NA,52.5,NA,teamrankings,24.75,27.75,22
Florida International,Bryant,-10.5,-10.0,58.5,54.0,Bovada,39.75,18.75,23
Florida International,Bryant,-10,NA,58.5,NA,William Hill (New Jersey),39.25,19.25,24
Florida International,Bryant,-10.5,NA,58.5,NA,consensus,39.75,18.75,25
Western Kentucky,Austin Peay,-32.5,-27.5,73,64.5,Bovada,69,4,26
Western Kentucky,Austin Peay,-32.5,NA,72,NA,William Hill (New Jersey),68.5,3.5,27
Western Kentucky,Austin Peay,-32.5,NA,72,NA,consensus,68.5,3.5,28
North Texas,Florida Atlantic,3,3.0,67.5,67.0,Bovada,30.75,36.75,29
North Texas,Florida Atlantic,3,NA,67.5,NA,William Hill (New Jersey),30.75,36.75,30
North Texas,Florida Atlantic,3,NA,67.5,NA,consensus,30.75,36.75,31
North Texas,Florida Atlantic,3,NA,67.5,NA,teamrankings,30.75,36.75,32
Utah State,Connecticut,-23,-25.0,59,60.5,Bovada,52.5,6.5,33
Utah State,Connecticut,-24,NA,59.5,NA,William Hill (New Jersey),53.75,5.75,34
Utah State,Connecticut,-24,NA,59.5,NA,consensus,53.75,5.75,35
Utah State,Connecticut,-24,NA,59,NA,teamrankings,53.5,5.5,36
Illinois,Wyoming,-14,-9.5,43,46.5,Bovada,35.5,7.5,37
Illinois,Wyoming,-14,NA,43,NA,William Hill (New Jersey),35.5,7.5,38
Illinois,Wyoming,-14,NA,42.5,NA,consensus,35.25,7.25,39
Illinois,Wyoming,-14,NA,42.5,NA,teamrankings,35.25,7.25,40
North Carolina,Florida A&M,-45,NA,56.5,NA,William Hill (New Jersey),73.25,-16.75,41
North Carolina,Florida A&M,-45.5,NA,56.5,NA,consensus,73.75,-17.25,42
North Carolina,Florida A&M,-45,-43.0,55,56.0,Bovada,72.5,-17.5,43
New Mexico State,Nevada,7.5,14.0,48,55.5,Bovada,16.5,31.5,44
New Mexico State,Nevada,7,NA,48,NA,William Hill (New Jersey),17,31,45
New Mexico State,Nevada,7,NA,48,NA,consensus,17,31,46
New Mexico State,Nevada,7,NA,48,NA,teamrankings,17,31,47
Mercer,Morehead State,-27.5,-28.5,58,60.5,Bovada,56.5,1.5,48
Mercer,Morehead State,-29.5,NA,56.5,NA,William Hill (New Jersey),57.75,-1.25,49
Mercer,Morehead State,-29.5,NA,56.5,NA,consensus,57.75,-1.25,50
Charlotte,William & Mary,-4.5,-2.5,52,52.0,Bovada,30.5,21.5,51
Charlotte,William & Mary,-4.5,NA,52,NA,William Hill (New Jersey),30.5,21.5,52
Charlotte,William & Mary,-4.5,NA,52,NA,consensus,30.5,21.5,53
Auburn,Mercer,-30,-29.0,51.5,50.0,Bovada,55.75,-4.25,54
Auburn,Mercer,-30,NA,51.5,NA,William Hill (New Jersey),55.75,-4.25,55
Auburn,Mercer,-30,NA,51.5,NA,consensus,55.75,-4.25,56
Texas A&M,Sam Houston State,-38,-33.0,55.5,53.5,Bovada,65.75,-10.25,57
Texas A&M,Sam Houston State,-34.5,NA,54,NA,William Hill (New Jersey),61.5,-7.5,58
Texas A&M,Sam Houston State,-36.5,NA,54,NA,consensus,63.5,-9.5,59
California,UC Davis,-14,-13.5,44,44.0,Bovada,36,8,60
California,UC Davis,-14,NA,44,NA,William Hill (New Jersey),36,8,61
California,UC Davis,-14,NA,44,NA,consensus,36,8,62
Vanderbilt,Elon,-20,-18.0,51,51.0,Bovada,45.5,5.5,63
Vanderbilt,Elon,-18.5,NA,51.5,NA,William Hill (New Jersey),44.25,7.25,64
Vanderbilt,Elon,-18.5,NA,51.5,NA,consensus,44.25,7.25,65
Iowa,South Dakota State,-10.5,NA,42,NA,William Hill (New Jersey),31.5,10.5,66
Iowa,South Dakota State,-10.5,NA,42,NA,consensus,31.5,10.5,67
Iowa,South Dakota State,-11,-10.5,42.5,42.5,Bovada,32.25,10.25,68
Iowa State,Southeast Missouri State,-33.5,NA,54.5,NA,William Hill (New Jersey),60.75,-6.25,69
Iowa State,Southeast Missouri State,-33.5,NA,54.5,NA,consensus,60.75,-6.25,70
UCLA,Bowling Green State,-24,-30.0,56,55.5,Bovada,52,4,71
UCLA,Bowling Green State,-24,NA,56.5,NA,William Hill (New Jersey),52.25,4.25,72
UCLA,Bowling Green State,-24,NA,56.5,NA,consensus,52.25,4.25,73
UCLA,Bowling Green State,-24,NA,56.5,NA,teamrankings,52.25,4.25,74
Kansas State,South Dakota,-27,-25.0,50,47.5,Bovada,52,-2,75
Kansas State,South Dakota,-27,NA,50.5,NA,William Hill (New Jersey),52.25,-1.75,76
Kansas State,South Dakota,-27,NA,50.5,NA,consensus,52.25,-1.75,77
Connecticut,Central Connecticut,-21,-20.0,51,51.5,Bovada,46.5,4.5,78
Connecticut,Central Connecticut,-20.5,NA,51,NA,William Hill (New Jersey),46,5,79
Connecticut,Central Connecticut,-20.5,NA,51.5,NA,consensus,46.25,5.25,80
Michigan,Colorado State,-31,-28.5,61,57.5,Bovada,61.5,-0.5,81
Michigan,Colorado State,-31,NA,61.5,NA,William Hill (New Jersey),61.75,-0.25,82
Michigan,Colorado State,-31,NA,60.5,NA,consensus,61.25,-0.75,83
Michigan,Colorado State,-31,NA,60.5,NA,teamrankings,61.25,-0.75,84
Appalachian State,North Carolina,-3,3.5,56.5,57.0,Bovada,31.25,25.25,85
Appalachian State,North Carolina,-3,NA,56,NA,William Hill (New Jersey),31,25,86
Appalachian State,North Carolina,-3,NA,56.5,NA,consensus,31.25,25.25,87
Appalachian State,North Carolina,-3,NA,56,NA,teamrankings,31,25,88
Fresno State,Cal Poly,-43,-41.0,63,59.5,Bovada,74.5,-11.5,89
Fresno State,Cal Poly,-42,NA,63,NA,William Hill (New Jersey),73.5,-10.5,90
Fresno State,Cal Poly,-42.5,NA,63,NA,consensus,74,-11,91
San José State,Portland State,-22,-22.0,51,54.5,Bovada,47.5,3.5,92
San José State,Portland State,-22,NA,51,NA,William Hill (New Jersey),47.5,3.5,93
San José State,Portland State,-22,NA,51,NA,consensus,47.5,3.5,94
Oklahoma,UTEP,-31,-37.0,58.5,56.5,Bovada,60.25,-1.75,95
Oklahoma,UTEP,-31,NA,58,NA,William Hill (New Jersey),60,-2,96
Oklahoma,UTEP,-31,NA,58,NA,consensus,60,-2,97
Oklahoma,UTEP,-31,NA,58,NA,teamrankings,60,-2,98
UTSA,Houston,4,6.5,62,59.0,Bovada,27,35,99
UTSA,Houston,3.5,NA,62,NA,William Hill (New Jersey),27.5,34.5,100
UTSA,Houston,3.5,NA,62,NA,consensus,27.5,34.5,101
UTSA,Houston,3.5,NA,61.5,NA,teamrankings,27.25,34.25,102
Utah,Southern Utah,-45.5,NA,58.5,NA,William Hill (New Jersey),74.75,-16.25,103
Utah,Southern Utah,-45.5,NA,58.5,NA,consensus,74.75,-16.25,104
Air Force,Colorado,-17.5,-16.0,50,45.5,Bovada,42.5,7.5,105
Air Force,Colorado,-17.5,NA,50,NA,William Hill (New Jersey),42.5,7.5,106
Air Force,Colorado,-17.5,NA,50,NA,consensus,42.5,7.5,107
Air Force,Colorado,-17.5,NA,50,NA,teamrankings,42.5,7.5,108
California,UNLV,-12.5,-13.0,49.5,50.5,Bovada,37.25,12.25,109
California,UNLV,-12.5,NA,49.5,NA,William Hill (New Jersey),37.25,12.25,110
California,UNLV,-12.5,NA,49.5,NA,consensus,37.25,12.25,111
California,UNLV,-12,NA,49.5,NA,teamrankings,36.75,12.75,112
UCLA,Alabama State,-48.5,NA,62.5,NA,William Hill (New Jersey),79.75,-17.25,113
UCLA,Alabama State,-48.5,NA,61.5,NA,consensus,79.25,-17.75,114
Wisconsin,Washington State,-17.5,-17.0,49,46.5,Bovada,42,7,115
Wisconsin,Washington State,-17.5,NA,49,NA,William Hill (New Jersey),42,7,116
Wisconsin,Washington State,-17.5,NA,49,NA,consensus,42,7,117
Wisconsin,Washington State,-17.5,NA,48.5,NA,teamrankings,41.75,6.75,118
Notre Dame,Marshall,-21,-19.0,48.5,52.0,Bovada,45.25,3.25,119
Notre Dame,Marshall,-20.5,NA,48,NA,William Hill (New Jersey),44.5,3.5,120
Notre Dame,Marshall,-20.5,NA,48,NA,consensus,44.5,3.5,121
Notre Dame,Marshall,-20.5,NA,48,NA,teamrankings,44.5,3.5,122
Texas Tech,Houston,-4,-3.0,62.5,65.5,Bovada,35.25,27.25,123
Texas Tech,Houston,-4,NA,62,NA,William Hill (New Jersey),35,27,124
Texas Tech,Houston,-4,NA,62,NA,consensus,35,27,125
Texas Tech,Houston,-3.5,NA,62.5,NA,teamrankings,34.75,27.75,126
Iowa,Iowa State,-3.5,-3.5,38.5,41.5,Bovada,22.75,15.75,127
Iowa,Iowa State,-3.5,NA,39,NA,William Hill (New Jersey),23,16,128
Iowa,Iowa State,-3.5,NA,39,NA,consensus,23,16,129
Iowa,Iowa State,-3.5,NA,39,NA,teamrankings,23,16,130
Illinois,Virginia,-3.5,-3.5,55,56.5,Bovada,31,24,131
Illinois,Virginia,-4,NA,55,NA,William Hill (New Jersey),31.5,23.5,132
Illinois,Virginia,-4,NA,55,NA,consensus,31.5,23.5,133
Illinois,Virginia,-4,NA,55,NA,teamrankings,31.5,23.5,134
West Virginia,Kansas,-14,-13.5,60,57.5,Bovada,44,16,135
West Virginia,Kansas,-14,NA,60,NA,William Hill (New Jersey),44,16,136
West Virginia,Kansas,-14,NA,59.5,NA,consensus,43.75,15.75,137
West Virginia,Kansas,-14,NA,59.5,NA,teamrankings,43.75,15.75,138
Oklahoma,Kent State,-33.5,-32.0,73,71.0,Bovada,70,3,139
Oklahoma,Kent State,-33,NA,72.5,NA,William Hill (New Jersey),69.25,3.25,140
Oklahoma,Kent State,-33,NA,72.5,NA,consensus,69.25,3.25,141
Oklahoma,Kent State,-33.5,NA,73,NA,teamrankings,70,3,142
Minnesota,Western Illinois,-41,NA,58,NA,William Hill (New Jersey),70,-12,143
Minnesota,Western Illinois,-41,NA,56.5,NA,consensus,69.25,-12.75,144
Northwestern,Duke,-10,-9.0,56,56.5,Bovada,38,18,145
Northwestern,Duke,-10,NA,56,NA,William Hill (New Jersey),38,18,146
Northwestern,Duke,-10,NA,56,NA,consensus,38,18,147
Northwestern,Duke,-10,NA,56.5,NA,teamrankings,38.25,18.25,148
Georgia State,North Carolina,7,9.5,64.5,68.0,Bovada,25.25,39.25,149
Georgia State,North Carolina,7,NA,64.5,NA,William Hill (New Jersey),25.25,39.25,150
Georgia State,North Carolina,7,NA,64,NA,consensus,25,39,151
Georgia State,North Carolina,7,NA,64,NA,teamrankings,25,39,152
New Mexico,Boise State,17,17.0,43.5,46.5,Bovada,4.75,38.75,153
New Mexico,Boise State,17,NA,43.5,NA,William Hill (New Jersey),4.75,38.75,154
New Mexico,Boise State,17,NA,43.5,NA,consensus,4.75,38.75,155
New Mexico,Boise State,17,NA,43.5,NA,teamrankings,4.75,38.75,156
Temple,Lafayette,-14.5,NA,39.5,NA,William Hill (New Jersey),34.25,5.25,157
Temple,Lafayette,-13.5,NA,39.5,NA,consensus,33.25,6.25,158
Wyoming,Northern Colorado,-23.5,NA,54.5,NA,William Hill (New Jersey),50.75,3.75,159
Wyoming,Northern Colorado,-23.5,NA,54.5,NA,consensus,50.75,3.75,160
Nevada,Incarnate Word,-4,NA,61.5,NA,William Hill (New Jersey),34.75,26.75,161
Nevada,Incarnate Word,-4,NA,61.5,NA,consensus,34.75,26.75,162
East Carolina,Old Dominion,-13.5,-11.0,49.5,52.0,Bovada,38.25,11.25,163
East Carolina,Old Dominion,-13,NA,50,NA,William Hill (New Jersey),38,12,164
East Carolina,Old Dominion,-13,NA,50,NA,consensus,38,12,165
East Carolina,Old Dominion,-13,NA,49.5,NA,teamrankings,37.75,11.75,166
Navy,Memphis,4.5,6.5,47,50.0,Bovada,19,28,167
Navy,Memphis,4.5,NA,47,NA,William Hill (New Jersey),19,28,168
Navy,Memphis,4.5,NA,47.5,NA,consensus,19.25,28.25,169
Navy,Memphis,4.5,NA,47.5,NA,teamrankings,19.25,28.25,170
Bowling Green State,Eastern Kentucky,-7.5,NA,57,NA,William Hill (New Jersey),36,21,171
Bowling Green State,Eastern Kentucky,-7.5,NA,57,NA,consensus,36,21,172
Buffalo,Holy Cross,-6,NA,51.5,NA,William Hill (New Jersey),31.75,19.75,173
Buffalo,Holy Cross,-6,NA,51.5,NA,consensus,31.75,19.75,174
Louisiana,Eastern Michigan,-11,-11.0,56,56.0,Bovada,39,17,175
Louisiana,Eastern Michigan,-11,NA,56,NA,William Hill (New Jersey),39,17,176
Louisiana,Eastern Michigan,-11,NA,56,NA,consensus,39,17,177
Louisiana,Eastern Michigan,-11,NA,56,NA,teamrankings,39,17,178
Charlotte,Maryland,28,27.0,65,66.5,Bovada,4.5,60.5,179
Charlotte,Maryland,28,NA,65,NA,William Hill (New Jersey),4.5,60.5,180
Charlotte,Maryland,28,NA,65,NA,consensus,4.5,60.5,181
Charlotte,Maryland,28,NA,65,NA,teamrankings,4.5,60.5,182
Colorado State,Middle Tennessee,-14,-7.0,58,57.0,Bovada,43,15,183
Colorado State,Middle Tennessee,-13.5,NA,58.5,NA,William Hill (New Jersey),42.75,15.75,184
Colorado State,Middle Tennessee,-13.5,NA,58.5,NA,consensus,42.75,15.75,185
Colorado State,Middle Tennessee,-13.5,NA,58,NA,teamrankings,42.5,15.5,186
Coastal Carolina,Gardner-Webb,-32.5,NA,66.5,NA,William Hill (New Jersey),65.75,0.75,187
Coastal Carolina,Gardner-Webb,-32.5,NA,66.5,NA,consensus,65.75,0.75,188
Army,UTSA,1.5,1.5,54,54.0,Bovada,25.5,28.5,189
Army,UTSA,2,NA,54,NA,William Hill (New Jersey),25,29,190
Army,UTSA,2,NA,54,NA,consensus,25,29,191
Army,UTSA,2,NA,54,NA,teamrankings,25,29,192
North Texas,Texas Southern,-38.5,NA,64.5,NA,William Hill (New Jersey),70.75,-6.25,193
North Texas,Texas Southern,-38.5,NA,64.5,NA,consensus,70.75,-6.25,194
Rice,McNeese,-7,NA,52.5,NA,William Hill (New Jersey),33.25,19.25,195
Rice,McNeese,-7.5,NA,52.5,NA,consensus,33.75,18.75,196
UTEP,New Mexico State,-17,-13.5,46,46.0,Bovada,40,6,197
UTEP,New Mexico State,-17,NA,46.5,NA,William Hill (New Jersey),40.25,6.25,198
UTEP,New Mexico State,-17.5,NA,46.5,NA,consensus,40.75,5.75,199
UTEP,New Mexico State,-17,NA,46.5,NA,teamrankings,40.25,6.25,200
Missouri,Abilene Christian,-31.5,-31.5,56.5,56.5,Bovada,59.75,-3.25,201
Missouri,Abilene Christian,-31.5,NA,56.5,NA,William Hill (New Jersey),59.75,-3.25,202
Missouri,Abilene Christian,-31.5,NA,56.5,NA,consensus,59.75,-3.25,203
South Carolina,Georgia,25.5,24.5,56,50.5,Bovada,2.5,53.5,204
South Carolina,Georgia,25.5,NA,55.5,NA,William Hill (New Jersey),2.25,53.25,205
South Carolina,Georgia,25.5,NA,56,NA,consensus,2.5,53.5,206
South Carolina,Georgia,25.5,NA,56,NA,teamrankings,2.5,53.5,207
Georgia Tech,Ole Miss,17.5,14.5,62.5,60.0,Bovada,13.75,48.75,208
Georgia Tech,Ole Miss,17,NA,62.5,NA,William Hill (New Jersey),14.25,48.25,209
Georgia Tech,Ole Miss,17,NA,63,NA,consensus,14.5,48.5,210
Georgia Tech,Ole Miss,17,NA,63,NA,teamrankings,14.5,48.5,211
UCLA,South Alabama,-15.5,-14.0,59,59.0,Bovada,45,14,212
UCLA,South Alabama,-15.5,NA,59,NA,William Hill (New Jersey),45,14,213
UCLA,South Alabama,-15.5,NA,59,NA,consensus,45,14,214
UCLA,South Alabama,-15.5,NA,59.5,NA,teamrankings,45.25,14.25,215
Notre Dame,California,-13.5,-12.5,41,43.0,Bovada,34,7,216
Notre Dame,California,-13.5,NA,41,NA,William Hill (New Jersey),34,7,217
Notre Dame,California,-13.5,NA,41,NA,consensus,34,7,218
Notre Dame,California,-13.5,NA,41.5,NA,teamrankings,34.25,7.25,219
Northern Illinois,Vanderbilt,-2.5,-1.5,58.5,61.5,Bovada,31.75,26.75,220
Northern Illinois,Vanderbilt,-2.5,NA,58,NA,William Hill (New Jersey),31.5,26.5,221
Northern Illinois,Vanderbilt,-2.5,NA,58.5,NA,consensus,31.75,26.75,222
Northern Illinois,Vanderbilt,-2.5,NA,58.5,NA,teamrankings,31.75,26.75,223
Nebraska,Oklahoma,10.5,14.0,65.5,64.5,Bovada,22.25,43.25,224
Nebraska,Oklahoma,10.5,NA,66.5,NA,William Hill (New Jersey),22.75,43.75,225
Nebraska,Oklahoma,10.5,NA,65.5,NA,consensus,22.25,43.25,226
Nebraska,Oklahoma,10.5,NA,65.5,NA,teamrankings,22.25,43.25,227
Baylor,Texas State,-30,-30.0,53,53.0,Bovada,56.5,-3.5,228
Baylor,Texas State,-30,NA,53,NA,William Hill (New Jersey),56.5,-3.5,229
Baylor,Texas State,-30,NA,53,NA,consensus,56.5,-3.5,230
Baylor,Texas State,-30,NA,53,NA,teamrankings,56.5,-3.5,231
Iowa State,Ohio,-19.5,-21.5,47.5,49.0,Bovada,43.25,4.25,232
Iowa State,Ohio,-20,NA,48.5,NA,William Hill (New Jersey),44.25,4.25,233
Iowa State,Ohio,-20,NA,48,NA,consensus,44,4,234
Iowa State,Ohio,-20,NA,48,NA,teamrankings,44,4,235
Army,Villanova,-13.5,NA,56,NA,William Hill (New Jersey),41.5,14.5,236
Army,Villanova,-14.5,-13.5,56,56.0,Bovada,42.5,13.5,237
Army,Villanova,-14,NA,56,NA,consensus,42,14,238
Michigan,Connecticut,-47.5,-47.0,58.5,59.5,Bovada,76.75,-18.25,239
Michigan,Connecticut,-47.5,NA,59,NA,William Hill (New Jersey),77,-18,240
Michigan,Connecticut,-47.5,NA,59,NA,consensus,77,-18,241
Michigan,Connecticut,-47.5,NA,59,NA,teamrankings,77,-18,242
Northwestern,Southern Illinois,-14,-13.5,58,58.0,Bovada,43,15,243
Northwestern,Southern Illinois,-13.5,NA,58.5,NA,William Hill (New Jersey),42.75,15.75,244
Northwestern,Southern Illinois,-13.5,NA,58.5,NA,consensus,42.75,15.75,245
Wisconsin,New Mexico State,-37.5,-37.0,45,47.5,Bovada,60,-15,246
Wisconsin,New Mexico State,-37.5,NA,45,NA,William Hill (New Jersey),60,-15,247
Wisconsin,New Mexico State,-37.5,NA,45.5,NA,consensus,60.25,-14.75,248
Wisconsin,New Mexico State,-38,NA,45.5,NA,teamrankings,60.75,-15.25,249
Maryland,SMU,-3,-2.5,74,70.0,Bovada,40,34,250
Maryland,SMU,-3,NA,73.5,NA,William Hill (New Jersey),39.75,33.75,251
Maryland,SMU,-2.5,NA,73.5,NA,consensus,39.25,34.25,252
Maryland,SMU,-3,NA,74,NA,teamrankings,40,34,253
Ohio State,Toledo,-32,-31.5,63,61.0,Bovada,63.5,-0.5,254
Ohio State,Toledo,-31,NA,63,NA,William Hill (New Jersey),62.5,0.5,255
Ohio State,Toledo,-31,NA,63,NA,consensus,62.5,0.5,256
Ohio State,Toledo,-34.5,NA,63,NA,teamrankings,66,-3,257
Boston College,Maine,-31,NA,48,NA,William Hill (New Jersey),55,-7,258
Boston College,Maine,-31,NA,48,NA,consensus,55,-7,259
Wyoming,Air Force,17,15.0,47,50.0,Bovada,6.5,40.5,260
Wyoming,Air Force,16.5,NA,47,NA,William Hill (New Jersey),7,40,261
Wyoming,Air Force,16.5,NA,47,NA,consensus,7,40,262
Wyoming,Air Force,16.5,NA,47,NA,teamrankings,7,40,263
Virginia Tech,Wofford,-40,NA,45.5,NA,William Hill (New Jersey),62.75,-17.25,264
Virginia Tech,Wofford,-38.5,NA,45.5,NA,consensus,61.25,-15.75,265
Virginia Tech,Wofford,-39,-37.0,45,45.0,Bovada,61.5,-16.5,266
Miami (OH),Cincinnati,24,20.0,51,50.0,Bovada,1.5,49.5,267
Miami (OH),Cincinnati,24,NA,50,NA,William Hill (New Jersey),1,49,268
Miami (OH),Cincinnati,24,NA,51,NA,consensus,1.5,49.5,269
Miami (OH),Cincinnati,24,NA,51,NA,teamrankings,1.5,49.5,270
Kent State,Long Island University,-40,-40.0,65,65.0,Bovada,72.5,-7.5,271
Kent State,Long Island University,-40,NA,64.5,NA,William Hill (New Jersey),72.25,-7.75,272
Kent State,Long Island University,-40,NA,64.5,NA,consensus,72.25,-7.75,273
Coastal Carolina,Buffalo,-11.5,-18.5,60,58.0,Bovada,41.5,18.5,274
Coastal Carolina,Buffalo,-12,NA,59.5,NA,William Hill (New Jersey),41.75,17.75,275
Coastal Carolina,Buffalo,-12,NA,59.5,NA,consensus,41.75,17.75,276
Coastal Carolina,Buffalo,-12,NA,60,NA,teamrankings,42,18,277
Memphis,Arkansas State,-14.5,-13.5,64,62.0,Bovada,46.5,17.5,278
Memphis,Arkansas State,-14.5,NA,64,NA,William Hill (New Jersey),46.5,17.5,279
Memphis,Arkansas State,-14.5,NA,64.5,NA,consensus,46.75,17.75,280
Memphis,Arkansas State,-14.5,NA,64,NA,teamrankings,46.5,17.5,281
UNLV,North Texas,-2.5,-2.5,62.5,57.5,Bovada,33.75,28.75,282
UNLV,North Texas,-2.5,NA,62.5,NA,William Hill (New Jersey),33.75,28.75,283
UNLV,North Texas,-2.5,NA,62.5,NA,consensus,33.75,28.75,284
UNLV,North Texas,-2.5,NA,62.5,NA,teamrankings,33.75,28.75,285
Appalachian State,Troy,-14,-13.0,52,54.5,Bovada,40,12,286
Appalachian State,Troy,-14,NA,52,NA,William Hill (New Jersey),40,12,287
Appalachian State,Troy,-14,NA,52,NA,consensus,40,12,288
Appalachian State,Troy,-14,NA,52,NA,teamrankings,40,12,289
Indiana,Western Kentucky,-7,-7.5,61.5,59.0,Bovada,37.75,23.75,290
Indiana,Western Kentucky,-7,NA,61.5,NA,William Hill (New Jersey),37.75,23.75,291
Indiana,Western Kentucky,-7,NA,61.5,NA,consensus,37.75,23.75,292
Indiana,Western Kentucky,-7,NA,61,NA,teamrankings,37.5,23.5,293
New Mexico,UTEP,2,3.5,38,41.0,Bovada,17,21,294
New Mexico,UTEP,2,NA,38,NA,William Hill (New Jersey),17,21,295
New Mexico,UTEP,2,NA,38,NA,consensus,17,21,296
New Mexico,UTEP,2,NA,38,NA,teamrankings,17,21,297
Mississippi State,Bowling Green State,-31,-29.0,53,56.5,Bovada,57.5,-4.5,298
Mississippi State,Bowling Green State,-31,NA,53,NA,William Hill (New Jersey),57.5,-4.5,299
Mississippi State,Bowling Green State,-31,NA,53,NA,consensus,57.5,-4.5,300
Mississippi State,Bowling Green State,-31,NA,53,NA,teamrankings,57.5,-4.5,301
SMU,TCU,2.5,0.0,72,68.5,Bovada,33.5,38.5,302
SMU,TCU,2.5,NA,73,NA,William Hill (New Jersey),34,39,303
SMU,TCU,2.5,NA,72,NA,consensus,33.5,38.5,304
SMU,TCU,2.5,NA,72,NA,teamrankings,33.5,38.5,305
Air Force,Nevada,-24,-25.0,47,48.5,Bovada,47.5,-0.5,306
Air Force,Nevada,-24,NA,47,NA,William Hill (New Jersey),47.5,-0.5,307
Air Force,Nevada,-24,NA,46.5,NA,consensus,47.25,-0.75,308
Air Force,Nevada,-24,NA,47,NA,teamrankings,47.5,-0.5,309
Michigan,Maryland,-17,-17.5,66,62.5,Bovada,50,16,310
Michigan,Maryland,-17,NA,66,NA,William Hill (New Jersey),50,16,311
Michigan,Maryland,-17,NA,66,NA,consensus,50,16,312
Michigan,Maryland,-17,NA,66,NA,teamrankings,50,16,313
Eastern Michigan,Buffalo,-7,-4.5,57,60.5,Bovada,35.5,21.5,314
Eastern Michigan,Buffalo,-6.5,NA,57.5,NA,William Hill (New Jersey),35.25,22.25,315
Eastern Michigan,Buffalo,-6.5,NA,57.5,NA,consensus,35.25,22.25,316
Eastern Michigan,Buffalo,-6.5,NA,57.5,NA,teamrankings,35.25,22.25,317
Ohio,Fordham,-16.5,NA,74.5,NA,William Hill (New Jersey),53.75,20.75,318
Ohio,Fordham,-16.5,NA,73.5,NA,consensus,53.25,20.25,319
UTEP,Boise State,16,15.5,45,46.5,Bovada,6.5,38.5,320
UTEP,Boise State,16.5,NA,44.5,NA,William Hill (New Jersey),5.75,38.75,321
UTEP,Boise State,16.5,NA,44.5,NA,consensus,5.75,38.75,322
UTEP,Boise State,16,NA,44.5,NA,teamrankings,6.25,38.25,323
Brigham Young,Utah State,-26,-24.0,60,60.5,Bovada,56,4,324
Brigham Young,Utah State,-26,NA,60,NA,William Hill (New Jersey),56,4,325
Brigham Young,Utah State,-26,NA,60,NA,consensus,56,4,326
Brigham Young,Utah State,-26,NA,60,NA,teamrankings,56,4,327
Western Kentucky,Florida International,-31.5,-27.5,65.5,66.5,Bovada,64.25,1.25,328
Western Kentucky,Florida International,-31,NA,65.5,NA,William Hill (New Jersey),63.75,1.75,329
Western Kentucky,Florida International,-31,NA,65.5,NA,consensus,63.75,1.75,330
Western Kentucky,Florida International,-31,NA,65,NA,teamrankings,63.5,1.5,331
UNLV,New Mexico,-14,-16.0,44.5,45.5,Bovada,36.25,8.25,332
UNLV,New Mexico,-14,NA,44,NA,William Hill (New Jersey),36,8,333
UNLV,New Mexico,-14,NA,44.5,NA,consensus,36.25,8.25,334
UNLV,New Mexico,-14,NA,44,NA,teamrankings,36,8,335
Boise State,San Diego State,-6,-5.5,38,40.0,Bovada,25,13,336
Boise State,San Diego State,-6,NA,38,NA,William Hill (New Jersey),25,13,337
Boise State,San Diego State,-6,NA,38,NA,consensus,25,13,338
Boise State,San Diego State,-6,NA,38,NA,teamrankings,25,13,339
Eastern Michigan,Massachusetts,-20,NA,53.5,NA,William Hill (New Jersey),46.75,6.75,340
Eastern Michigan,Massachusetts,-19,-20.0,53.5,56.0,Bovada,45.75,7.75,341
Eastern Michigan,Massachusetts,-20,NA,53.5,NA,consensus,46.75,6.75,342
Eastern Michigan,Massachusetts,-20,NA,53,NA,teamrankings,46.5,6.5,343
